trip_id,origin,destination,route,distance_km,popularity_tier,bus_type,capacity,base_price_inr,departure_date,departure_weekday,booking_open_date,booking_window_days,is_holiday_period,weekday_multiplier,price_ratio,final_seats_booked,final_occupancy_pct
683,Bangalore,Chennai,Bangalore -> Chennai,350,1,Non-AC Seater,51,320.0,2026-04-07,Tuesday,2026-02-25,41,False,0.8,0.871,34,66.67
684,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,AC Seater,44,940.0,2026-02-03,Tuesday,2026-01-20,14,False,0.8,0.97,17,38.64
685,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,Non-AC Sleeper,31,790.0,2026-06-27,Saturday,2026-06-01,26,False,1.25,0.956,25,80.65
686,Pune,Nashik,Pune -> Nashik,210,3,Non-AC Sleeper,30,310.0,2026-02-20,Friday,2026-01-18,33,False,1.15,1.018,12,40.0
687,Pune,Kolhapur,Pune -> Kolhapur,230,2,AC Sleeper,32,580.0,2026-04-08,Wednesday,2026-03-13,26,False,0.82,1.096,13,40.62
688,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,AC Seater,41,900.0,2026-04-06,Monday,2026-03-14,23,False,0.85,1.008,19,46.34
689,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,AC Seater,43,470.0,2026-06-07,Sunday,2026-04-25,43,False,1.1,1.043,43,100.0
690,Kochi,Bangalore,Kochi -> Bangalore,550,3,Non-AC Sleeper,32,800.0,2026-06-02,Tuesday,2026-05-04,29,False,0.8,1.003,12,37.5
691,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,Non-AC Seater,51,390.0,2025-10-18,Saturday,2025-09-30,18,True,1.25,1.018,47,92.16
692,Mumbai,Nashik,Mumbai -> Nashik,170,2,Volvo AC Semi-Sleeper,42,320.0,2025-09-02,Tuesday,2025-08-13,20,False,0.8,0.918,20,47.62
693,Delhi,Dehradun,Delhi -> Dehradun,250,2,AC Sleeper,33,640.0,2025-09-02,Tuesday,2025-07-21,43,False,0.8,1.113,13,39.39
694,Delhi,Dehradun,Delhi -> Dehradun,250,2,Non-AC Seater,48,280.0,2026-05-09,Saturday,2026-04-05,34,False,1.25,1.067,39,81.25
695,Bangalore,Chennai,Bangalore -> Chennai,350,1,AC Sleeper,28,850.0,2026-05-03,Sunday,2026-03-22,42,False,1.1,1.056,25,89.29
696,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Non-AC Sleeper,32,860.0,2025-10-03,Friday,2025-08-20,44,True,1.15,1.041,31,96.88
697,Mumbai,Nashik,Mumbai -> Nashik,170,2,Non-AC Sleeper,31,240.0,2026-03-10,Tuesday,2026-02-03,35,False,0.8,0.974,14,45.16
698,Delhi,Dehradun,Delhi -> Dehradun,250,2,AC Seater,45,390.0,2025-08-03,Sunday,2025-07-14,20,False,1.1,0.918,39,86.67
699,Delhi,Agra,Delhi -> Agra,230,2,Non-AC Sleeper,32,340.0,2026-01-08,Thursday,2025-12-24,15,False,0.95,1.019,17,53.12
700,Mumbai,Nashik,Mumbai -> Nashik,170,2,Non-AC Sleeper,32,250.0,2026-04-10,Friday,2026-03-09,32,False,1.15,1.014,19,59.38
701,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,AC Sleeper,32,870.0,2026-03-28,Saturday,2026-03-05,23,False,1.25,1.036,24,75.0
702,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,AC Sleeper,32,930.0,2025-08-09,Saturday,2025-07-07,33,False,1.25,1.011,22,68.75
703,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,Non-AC Seater,48,420.0,2025-10-30,Thursday,2025-09-15,45,True,0.95,1.0,34,70.83
704,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,Non-AC Sleeper,34,350.0,2025-12-11,Thursday,2025-11-09,32,False,0.95,0.911,22,64.71
705,Pune,Nashik,Pune -> Nashik,210,3,AC Seater,40,380.0,2026-04-02,Thursday,2026-03-07,26,False,0.95,1.064,18,45.0
706,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Volvo AC Semi-Sleeper,40,1120.0,2026-03-31,Tuesday,2026-03-03,28,False,0.8,0.958,20,50.0
707,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,Volvo AC Semi-Sleeper,38,1080.0,2026-03-29,Sunday,2026-03-07,22,False,1.1,1.003,23,60.53
708,Bangalore,Goa,Bangalore -> Goa,560,3,AC Seater,40,870.0,2025-12-04,Thursday,2025-11-14,20,False,0.95,0.914,19,47.5
709,Pune,Nashik,Pune -> Nashik,210,3,AC Seater,45,360.0,2026-06-11,Thursday,2026-04-27,45,False,0.95,1.008,23,51.11
710,Pune,Kolhapur,Pune -> Kolhapur,230,2,Volvo AC Semi-Sleeper,38,450.0,2025-08-13,Wednesday,2025-07-04,40,True,0.82,0.954,24,63.16
711,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,AC Seater,45,480.0,2026-04-15,Wednesday,2026-03-14,32,True,0.82,1.065,41,91.11
712,Mumbai,Goa,Mumbai -> Goa,590,2,Volvo AC Semi-Sleeper,41,1340.0,2025-10-02,Thursday,2025-09-06,26,True,0.95,1.108,34,82.93
713,Pune,Nashik,Pune -> Nashik,210,3,Non-AC Seater,56,240.0,2026-06-04,Thursday,2026-05-01,34,False,0.95,1.088,28,50.0
714,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Volvo AC Semi-Sleeper,40,520.0,2026-04-06,Monday,2026-02-25,40,False,0.85,0.922,28,70.0
715,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,Non-AC Sleeper,31,380.0,2025-08-12,Tuesday,2025-07-05,38,False,0.8,1.048,19,61.29
716,Kolkata,Digha,Kolkata -> Digha,185,3,Non-AC Sleeper,35,260.0,2026-05-09,Saturday,2026-04-24,15,False,1.25,0.969,18,51.43
717,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Volvo AC Semi-Sleeper,41,1180.0,2026-06-09,Tuesday,2026-05-02,38,False,0.8,1.01,26,63.41
718,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,Volvo AC Semi-Sleeper,40,500.0,2026-05-18,Monday,2026-05-01,17,False,0.85,0.976,22,55.0
719,Bangalore,Chennai,Bangalore -> Chennai,350,1,Non-AC Seater,54,400.0,2025-10-17,Friday,2025-09-22,25,False,1.15,1.088,40,74.07
720,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,Non-AC Seater,50,270.0,2026-06-28,Sunday,2026-06-08,20,False,1.1,1.029,43,86.0
721,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,Non-AC Seater,51,370.0,2026-02-04,Wednesday,2025-12-28,38,False,0.82,0.965,31,60.78
722,Delhi,Jaipur,Delhi -> Jaipur,280,1,AC Seater,45,440.0,2026-06-17,Wednesday,2026-05-05,43,False,0.82,0.924,35,77.78
723,Mumbai,Nashik,Mumbai -> Nashik,170,2,Volvo AC Semi-Sleeper,42,360.0,2026-05-04,Monday,2026-04-03,31,False,0.85,1.033,29,69.05
724,Delhi,Jaipur,Delhi -> Jaipur,280,1,AC Sleeper,32,680.0,2026-01-23,Friday,2026-01-09,14,False,1.15,1.056,25,78.12
725,Mumbai,Pune,Mumbai -> Pune,150,1,Volvo AC Semi-Sleeper,42,330.0,2026-02-12,Thursday,2026-01-25,18,False,0.95,1.073,26,61.9
726,Bangalore,Goa,Bangalore -> Goa,560,3,AC Seater,40,950.0,2025-11-14,Friday,2025-10-15,30,False,1.15,0.998,28,70.0
727,Mumbai,Pune,Mumbai -> Pune,150,1,Non-AC Sleeper,33,210.0,2025-11-22,Saturday,2025-11-04,18,False,1.25,0.966,28,84.85
728,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Volvo AC Semi-Sleeper,39,630.0,2025-12-26,Friday,2025-12-07,19,True,1.15,1.118,29,74.36
729,Delhi,Jaipur,Delhi -> Jaipur,280,1,AC Seater,45,480.0,2025-11-06,Thursday,2025-10-16,21,False,0.95,1.008,39,86.67
730,Chennai,Madurai,Chennai -> Madurai,460,2,Non-AC Seater,53,550.0,2025-11-17,Monday,2025-10-25,23,False,0.85,1.139,26,49.06
731,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,AC Sleeper,34,590.0,2025-08-09,Saturday,2025-07-18,22,False,1.25,0.933,33,97.06
732,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Volvo AC Semi-Sleeper,38,1050.0,2026-02-21,Saturday,2026-01-17,35,False,1.25,1.024,37,97.37
733,Mumbai,Goa,Mumbai -> Goa,590,2,AC Sleeper,29,1390.0,2026-01-20,Tuesday,2025-12-27,24,False,0.8,1.024,14,48.28
734,Bangalore,Goa,Bangalore -> Goa,560,3,Non-AC Sleeper,30,740.0,2025-12-31,Wednesday,2025-11-27,34,True,0.82,0.911,16,53.33
735,Mumbai,Goa,Mumbai -> Goa,590,2,Volvo AC Semi-Sleeper,39,1230.0,2025-08-06,Wednesday,2025-07-03,34,False,0.82,1.017,18,46.15
736,Delhi,Dehradun,Delhi -> Dehradun,250,2,Non-AC Sleeper,35,370.0,2025-09-22,Monday,2025-08-20,33,False,0.85,1.021,18,51.43
737,Bangalore,Chennai,Bangalore -> Chennai,350,1,AC Sleeper,33,730.0,2026-05-14,Thursday,2026-04-26,18,False,0.95,0.907,22,66.67
738,Kolkata,Digha,Kolkata -> Digha,185,3,AC Seater,40,340.0,2025-11-27,Thursday,2025-11-11,16,False,0.95,1.081,18,45.0
739,Delhi,Dehradun,Delhi -> Dehradun,250,2,Non-AC Seater,51,260.0,2025-08-02,Saturday,2025-06-22,41,False,1.25,0.99,41,80.39
740,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,AC Seater,40,610.0,2025-08-30,Saturday,2025-08-04,26,False,1.25,0.983,34,85.0
741,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,AC Sleeper,32,630.0,2026-05-25,Monday,2026-04-14,41,False,0.85,1.034,17,53.12
742,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,Volvo AC Semi-Sleeper,39,560.0,2026-01-13,Tuesday,2025-12-28,16,True,0.8,1.093,25,64.1
743,Bangalore,Goa,Bangalore -> Goa,560,3,Non-AC Sleeper,36,890.0,2026-06-10,Wednesday,2026-05-14,27,False,0.82,1.096,14,38.89
744,Bangalore,Mysore,Bangalore -> Mysore,145,1,Volvo AC Semi-Sleeper,41,290.0,2026-03-23,Monday,2026-02-13,38,False,0.85,0.976,29,70.73
745,Chennai,Madurai,Chennai -> Madurai,460,2,Non-AC Seater,48,500.0,2025-09-18,Thursday,2025-08-10,39,False,0.95,1.035,31,64.58
746,Pune,Kolhapur,Pune -> Kolhapur,230,2,AC Sleeper,32,510.0,2025-11-09,Sunday,2025-09-28,42,False,1.1,0.964,23,71.88
747,Kolkata,Digha,Kolkata -> Digha,185,3,Volvo AC Semi-Sleeper,40,400.0,2026-01-12,Monday,2025-12-27,16,True,0.85,1.055,13,32.5
748,Bangalore,Chennai,Bangalore -> Chennai,350,1,Non-AC Seater,52,340.0,2025-12-04,Thursday,2025-10-24,41,False,0.95,0.925,47,90.38
749,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Volvo AC Semi-Sleeper,42,620.0,2026-05-28,Thursday,2026-04-15,43,False,0.95,1.1,29,69.05
750,Kolkata,Digha,Kolkata -> Digha,185,3,AC Seater,41,350.0,2026-05-27,Wednesday,2026-04-25,32,False,0.82,1.113,16,39.02
751,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,Non-AC Sleeper,34,350.0,2026-02-03,Tuesday,2026-01-19,15,False,0.8,0.966,13,38.24
752,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,AC Sleeper,29,1170.0,2026-02-13,Friday,2026-01-15,29,False,1.15,0.892,23,79.31
753,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,Volvo AC Semi-Sleeper,40,1080.0,2026-02-26,Thursday,2026-02-07,19,False,0.95,1.003,15,37.5
754,Bangalore,Mysore,Bangalore -> Mysore,145,1,AC Seater,42,230.0,2025-10-23,Thursday,2025-09-13,40,True,0.95,0.933,42,100.0
755,Bangalore,Goa,Bangalore -> Goa,560,3,Non-AC Seater,54,630.0,2026-03-27,Friday,2026-02-10,45,False,1.15,1.071,26,48.15
756,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,AC Seater,45,920.0,2026-05-03,Sunday,2026-03-22,42,False,1.1,0.949,36,80.0
757,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,AC Sleeper,34,880.0,2026-04-23,Thursday,2026-04-04,19,False,0.95,1.048,18,52.94
758,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,Non-AC Seater,56,270.0,2025-10-17,Friday,2025-09-07,40,False,1.15,0.97,55,98.21
759,Bangalore,Goa,Bangalore -> Goa,560,3,AC Sleeper,28,1430.0,2025-12-29,Monday,2025-12-09,20,False,0.85,1.11,10,35.71
760,Bangalore,Goa,Bangalore -> Goa,560,3,Non-AC Sleeper,33,750.0,2026-04-11,Saturday,2026-03-21,21,False,1.25,0.924,17,51.52
761,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,Volvo AC Semi-Sleeper,41,1140.0,2025-12-11,Thursday,2025-11-09,32,False,0.95,0.976,27,65.85
762,Bangalore,Chennai,Bangalore -> Chennai,350,1,Non-AC Seater,52,400.0,2025-12-09,Tuesday,2025-10-28,42,False,0.8,1.088,29,55.77
763,Delhi,Jaipur,Delhi -> Jaipur,280,1,Non-AC Seater,54,290.0,2026-02-08,Sunday,2026-01-16,23,False,1.1,0.986,41,75.93
764,Delhi,Jaipur,Delhi -> Jaipur,280,1,Non-AC Sleeper,33,400.0,2026-01-13,Tuesday,2025-12-15,29,True,0.8,0.985,28,84.85
765,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,Non-AC Sleeper,31,820.0,2026-01-14,Wednesday,2025-12-06,39,True,0.82,0.992,24,77.42
766,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,AC Sleeper,33,1160.0,2026-03-06,Friday,2026-01-26,39,True,1.15,0.961,33,100.0
767,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Volvo AC Semi-Sleeper,39,1190.0,2025-09-21,Sunday,2025-08-17,35,False,1.1,1.018,25,64.1
768,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,AC Sleeper,33,1220.0,2026-04-05,Sunday,2026-03-01,35,False,1.1,0.931,22,66.67
769,Pune,Nashik,Pune -> Nashik,210,3,AC Seater,42,390.0,2026-01-18,Sunday,2025-12-23,26,False,1.1,1.092,20,47.62
770,Bangalore,Goa,Bangalore -> Goa,560,3,Non-AC Seater,55,670.0,2026-01-13,Tuesday,2025-12-03,41,True,0.8,1.139,27,49.09
771,Pune,Nashik,Pune -> Nashik,210,3,Non-AC Seater,55,190.0,2026-04-30,Thursday,2026-03-17,44,False,0.95,0.862,32,58.18
772,Bangalore,Goa,Bangalore -> Goa,560,3,Volvo AC Semi-Sleeper,42,1200.0,2026-03-13,Friday,2026-02-10,31,False,1.15,1.045,24,57.14
773,Mumbai,Pune,Mumbai -> Pune,150,1,AC Seater,44,270.0,2026-04-28,Tuesday,2026-04-14,14,False,0.8,1.059,22,50.0
774,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Non-AC Sleeper,36,680.0,2025-11-26,Wednesday,2025-11-07,19,False,0.82,0.938,20,55.56
775,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,AC Sleeper,33,590.0,2026-06-20,Saturday,2026-05-28,23,False,1.25,0.933,22,66.67
776,Bangalore,Chennai,Bangalore -> Chennai,350,1,Volvo AC Semi-Sleeper,38,780.0,2026-06-17,Wednesday,2026-05-27,21,False,0.82,1.087,24,63.16
777,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,Non-AC Sleeper,33,480.0,2026-06-26,Friday,2026-05-30,27,False,1.15,0.907,33,100.0
778,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Non-AC Sleeper,33,420.0,2025-10-23,Thursday,2025-09-28,25,True,0.95,1.053,28,84.85
779,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,Non-AC Sleeper,32,380.0,2025-09-25,Thursday,2025-08-16,40,False,0.95,1.048,17,53.12
780,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,AC Seater,40,660.0,2026-01-20,Tuesday,2025-12-09,42,False,0.8,0.971,16,40.0
781,Surat,Mumbai,Surat -> Mumbai,285,2,Non-AC Seater,54,300.0,2025-11-08,Saturday,2025-10-24,15,False,1.25,1.003,36,66.67
782,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,Non-AC Sleeper,31,520.0,2026-04-24,Friday,2026-04-05,19,False,1.15,0.983,18,58.06
783,Mumbai,Nashik,Mumbai -> Nashik,170,2,Non-AC Sleeper,31,250.0,2026-03-24,Tuesday,2026-02-07,45,False,0.8,1.014,18,58.06
784,Mumbai,Goa,Mumbai -> Goa,590,2,AC Seater,45,930.0,2025-10-10,Friday,2025-09-02,38,False,1.15,0.927,30,66.67
785,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,AC Seater,42,420.0,2026-04-18,Saturday,2026-03-11,38,False,1.25,0.932,41,97.62
786,Pune,Nashik,Pune -> Nashik,210,3,AC Sleeper,31,420.0,2026-06-12,Friday,2026-05-22,21,False,1.15,0.87,21,67.74
787,Mumbai,Pune,Mumbai -> Pune,150,1,AC Sleeper,31,310.0,2026-05-06,Wednesday,2026-04-04,32,False,0.82,0.899,25,80.65
788,Surat,Mumbai,Surat -> Mumbai,285,2,Non-AC Sleeper,35,440.0,2026-01-17,Saturday,2025-12-12,36,False,1.25,1.065,33,94.29
789,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,AC Sleeper,31,660.0,2026-01-22,Thursday,2025-12-15,38,False,0.95,1.043,17,54.84
790,Surat,Mumbai,Surat -> Mumbai,285,2,AC Sleeper,28,620.0,2025-08-09,Saturday,2025-07-24,16,False,1.25,0.946,23,82.14
791,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Volvo AC Semi-Sleeper,40,1220.0,2025-12-27,Saturday,2025-12-12,15,True,1.25,1.044,39,97.5
792,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,Volvo AC Semi-Sleeper,42,500.0,2025-11-08,Saturday,2025-09-30,39,False,1.25,0.92,40,95.24
793,Pune,Kolhapur,Pune -> Kolhapur,230,2,Volvo AC Semi-Sleeper,38,500.0,2025-08-17,Sunday,2025-07-15,33,True,1.1,1.06,38,100.0
794,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,AC Sleeper,32,840.0,2025-09-03,Wednesday,2025-08-12,22,False,0.82,1.001,15,46.88
795,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Non-AC Seater,52,260.0,2025-09-08,Monday,2025-08-23,16,False,0.85,0.9,24,46.15
796,Delhi,Jaipur,Delhi -> Jaipur,280,1,AC Seater,42,440.0,2026-04-11,Saturday,2026-03-06,36,False,1.25,0.924,42,100.0
797,Pune,Kolhapur,Pune -> Kolhapur,230,2,AC Sleeper,32,590.0,2026-01-27,Tuesday,2025-12-30,28,True,0.8,1.115,20,62.5
798,Bangalore,Goa,Bangalore -> Goa,560,3,Non-AC Sleeper,35,740.0,2025-12-31,Wednesday,2025-11-24,37,True,0.82,0.911,20,57.14
799,Pune,Kolhapur,Pune -> Kolhapur,230,2,Volvo AC Semi-Sleeper,42,480.0,2026-05-09,Saturday,2026-04-09,30,False,1.25,1.018,41,97.62
800,Delhi,Jaipur,Delhi -> Jaipur,280,1,Volvo AC Semi-Sleeper,39,600.0,2026-04-08,Wednesday,2026-03-01,38,False,0.82,1.045,24,61.54
801,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,Volvo AC Semi-Sleeper,38,670.0,2026-01-11,Sunday,2025-12-14,28,False,1.1,0.895,21,55.26
802,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,AC Sleeper,28,1220.0,2026-03-02,Monday,2026-02-06,24,True,0.85,0.931,20,71.43
803,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,AC Sleeper,33,1200.0,2025-10-01,Wednesday,2025-09-17,14,True,0.82,0.915,19,57.58
804,Mumbai,Nashik,Mumbai -> Nashik,170,2,AC Seater,45,300.0,2025-12-18,Thursday,2025-12-03,15,False,0.95,1.038,28,62.22
805,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Non-AC Seater,52,490.0,2026-02-03,Tuesday,2025-12-27,38,False,0.8,0.933,23,44.23
806,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,AC Seater,42,1070.0,2026-04-08,Wednesday,2026-03-16,23,False,0.82,1.104,20,47.62
807,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,AC Sleeper,32,640.0,2025-08-19,Tuesday,2025-07-05,45,False,0.8,1.113,17,53.12
808,Kochi,Bangalore,Kochi -> Bangalore,550,3,Volvo AC Semi-Sleeper,41,1120.0,2025-10-21,Tuesday,2025-09-30,21,True,0.8,0.993,17,41.46
809,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,Volvo AC Semi-Sleeper,40,1000.0,2026-04-03,Friday,2026-02-21,41,False,1.15,0.929,34,85.0
810,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Non-AC Sleeper,33,770.0,2026-04-10,Friday,2026-03-06,35,False,1.15,1.062,26,78.79
811,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,AC Sleeper,34,790.0,2026-03-05,Thursday,2026-02-03,30,True,0.95,0.941,28,82.35
812,Bangalore,Goa,Bangalore -> Goa,560,3,AC Sleeper,28,1380.0,2025-12-05,Friday,2025-11-08,27,False,1.15,1.071,15,53.57
813,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Non-AC Sleeper,35,370.0,2025-10-21,Tuesday,2025-09-26,25,True,0.8,0.928,29,82.86
814,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Volvo AC Semi-Sleeper,39,1040.0,2025-08-26,Tuesday,2025-07-19,38,True,0.8,0.89,24,61.54
815,Delhi,Agra,Delhi -> Agra,230,2,AC Seater,43,380.0,2025-12-05,Friday,2025-11-12,23,False,1.15,0.972,25,58.14
816,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,Non-AC Sleeper,32,800.0,2025-10-31,Friday,2025-09-17,44,True,1.15,1.051,31,96.88
817,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,AC Sleeper,34,1220.0,2025-12-22,Monday,2025-12-08,14,False,0.85,1.061,18,52.94
818,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Volvo AC Semi-Sleeper,40,1030.0,2025-10-11,Saturday,2025-09-17,24,False,1.25,1.005,32,80.0
819,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Non-AC Seater,51,260.0,2025-12-17,Wednesday,2025-11-07,40,False,0.82,0.9,32,62.75
820,Bangalore,Mysore,Bangalore -> Mysore,145,1,AC Sleeper,31,370.0,2025-10-14,Tuesday,2025-09-29,15,False,0.8,1.109,16,51.61
821,Delhi,Dehradun,Delhi -> Dehradun,250,2,AC Sleeper,34,500.0,2025-12-31,Wednesday,2025-12-04,27,True,0.82,0.87,23,67.65
822,Bangalore,Chennai,Bangalore -> Chennai,350,1,Volvo AC Semi-Sleeper,38,670.0,2025-09-09,Tuesday,2025-08-18,22,False,0.8,0.934,22,57.89
823,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,Non-AC Sleeper,32,330.0,2026-01-24,Saturday,2026-01-07,17,True,1.25,0.91,28,87.5
824,Pune,Nashik,Pune -> Nashik,210,3,Non-AC Seater,48,220.0,2025-11-11,Tuesday,2025-10-18,24,False,0.8,0.998,19,39.58
825,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Non-AC Sleeper,32,650.0,2025-10-13,Monday,2025-09-14,29,False,0.85,0.897,16,50.0
826,Kolkata,Digha,Kolkata -> Digha,185,3,AC Seater,40,290.0,2025-10-04,Saturday,2025-09-16,18,True,1.25,0.922,26,65.0
827,Surat,Mumbai,Surat -> Mumbai,285,2,Volvo AC Semi-Sleeper,40,600.0,2026-02-22,Sunday,2026-01-22,31,False,1.1,1.027,19,47.5
828,Kochi,Bangalore,Kochi -> Bangalore,550,3,AC Sleeper,28,1420.0,2025-12-13,Saturday,2025-11-23,20,False,1.25,1.123,16,57.14
829,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,AC Sleeper,31,590.0,2025-12-18,Thursday,2025-11-21,27,False,0.95,0.968,26,83.87
830,Kolkata,Digha,Kolkata -> Digha,185,3,AC Seater,40,350.0,2026-01-08,Thursday,2025-12-13,26,False,0.95,1.113,22,55.0
831,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,AC Sleeper,30,510.0,2026-06-19,Friday,2026-05-23,27,False,1.15,0.887,21,70.0
832,Kolkata,Digha,Kolkata -> Digha,185,3,AC Seater,43,330.0,2026-05-18,Monday,2026-04-30,18,False,0.85,1.049,15,34.88
833,Chennai,Madurai,Chennai -> Madurai,460,2,Non-AC Sleeper,31,660.0,2026-03-13,Friday,2026-02-17,24,False,1.15,0.99,17,54.84
834,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,Volvo AC Semi-Sleeper,39,560.0,2026-05-20,Wednesday,2026-05-05,15,False,0.82,1.093,17,43.59
835,Bangalore,Chennai,Bangalore -> Chennai,350,1,AC Sleeper,33,700.0,2026-06-29,Monday,2026-05-19,41,False,0.85,0.87,22,66.67
836,Pune,Nashik,Pune -> Nashik,210,3,Non-AC Seater,54,190.0,2025-09-26,Friday,2025-08-25,32,False,1.15,0.862,30,55.56
837,Bangalore,Chennai,Bangalore -> Chennai,350,1,AC Sleeper,30,780.0,2026-02-12,Thursday,2026-01-19,24,False,0.95,0.969,24,80.0
838,Delhi,Agra,Delhi -> Agra,230,2,Non-AC Sleeper,34,310.0,2026-06-01,Monday,2026-04-30,32,False,0.85,0.93,19,55.88
839,Delhi,Agra,Delhi -> Agra,230,2,Volvo AC Semi-Sleeper,42,470.0,2026-03-11,Wednesday,2026-02-02,37,False,0.82,0.997,19,45.24
840,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,AC Sleeper,28,780.0,2026-03-07,Saturday,2026-02-21,14,False,1.25,0.929,19,67.86
841,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,Volvo AC Semi-Sleeper,42,550.0,2025-10-14,Tuesday,2025-08-30,45,False,0.8,1.073,20,47.62
842,Pune,Nashik,Pune -> Nashik,210,3,AC Sleeper,29,470.0,2025-09-11,Thursday,2025-08-18,24,False,0.95,0.973,15,51.72
843,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,AC Sleeper,28,690.0,2026-06-15,Monday,2026-05-03,43,False,0.85,1.091,14,50.0
844,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,Non-AC Seater,54,240.0,2026-01-04,Sunday,2025-11-22,43,False,1.1,0.914,45,83.33
845,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,Non-AC Sleeper,31,540.0,2025-11-21,Friday,2025-10-22,30,False,1.15,0.931,18,58.06
846,Mumbai,Pune,Mumbai -> Pune,150,1,AC Seater,41,280.0,2025-09-18,Thursday,2025-08-10,39,False,0.95,1.098,34,82.93
847,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,Volvo AC Semi-Sleeper,42,520.0,2025-09-03,Wednesday,2025-08-17,17,False,0.82,1.015,20,47.62
848,Bangalore,Chennai,Bangalore -> Chennai,350,1,Volvo AC Semi-Sleeper,40,690.0,2026-05-07,Thursday,2026-04-14,23,False,0.95,0.962,25,62.5
