trip_id,booking_date,days_left,seats_booked,capacity,occupancy_pct
1327,2025-12-17,19,6,48,12.5
1327,2025-12-18,18,7,48,14.58
1327,2025-12-19,17,7,48,14.58
1327,2025-12-20,16,10,48,20.83
1327,2025-12-21,15,10,48,20.83
1327,2025-12-22,14,13,48,27.08
1327,2025-12-23,13,13,48,27.08
1327,2025-12-24,12,15,48,31.25
1327,2025-12-25,11,15,48,31.25
1327,2025-12-26,10,17,48,35.42
1327,2025-12-27,9,19,48,39.58
1327,2025-12-28,8,22,48,45.83
1327,2025-12-29,7,24,48,50.0
1327,2025-12-30,6,24,48,50.0
1327,2025-12-31,5,26,48,54.17
1327,2026-01-01,4,28,48,58.33
1327,2026-01-02,3,29,48,60.42
1327,2026-01-03,2,29,48,60.42
1327,2026-01-04,1,32,48,66.67
1327,2026-01-05,0,32,48,66.67
1328,2025-09-14,20,2,36,5.56
1328,2025-09-15,19,2,36,5.56
1328,2025-09-16,18,3,36,8.33
1328,2025-09-17,17,3,36,8.33
1328,2025-09-18,16,4,36,11.11
1328,2025-09-19,15,5,36,13.89
1328,2025-09-20,14,6,36,16.67
1328,2025-09-21,13,7,36,19.44
1328,2025-09-22,12,8,36,22.22
1328,2025-09-23,11,11,36,30.56
1328,2025-09-24,10,11,36,30.56
1328,2025-09-25,9,13,36,36.11
1328,2025-09-26,8,15,36,41.67
1328,2025-09-27,7,17,36,47.22
1328,2025-09-28,6,19,36,52.78
1328,2025-09-29,5,20,36,55.56
1328,2025-09-30,4,21,36,58.33
1328,2025-10-01,3,21,36,58.33
1328,2025-10-02,2,23,36,63.89
1328,2025-10-03,1,28,36,77.78
1328,2025-10-04,0,27,36,75.0
1329,2025-12-02,31,0,45,0.0
1329,2025-12-03,30,0,45,0.0
1329,2025-12-04,29,0,45,0.0
1329,2025-12-05,28,0,45,0.0
1329,2025-12-06,27,0,45,0.0
1329,2025-12-07,26,1,45,2.22
1329,2025-12-08,25,1,45,2.22
1329,2025-12-09,24,1,45,2.22
1329,2025-12-10,23,1,45,2.22
1329,2025-12-11,22,2,45,4.44
1329,2025-12-12,21,2,45,4.44
1329,2025-12-13,20,3,45,6.67
1329,2025-12-14,19,3,45,6.67
1329,2025-12-15,18,4,45,8.89
1329,2025-12-16,17,6,45,13.33
1329,2025-12-17,16,7,45,15.56
1329,2025-12-18,15,9,45,20.0
1329,2025-12-19,14,11,45,24.44
1329,2025-12-20,13,12,45,26.67
1329,2025-12-21,12,15,45,33.33
1329,2025-12-22,11,16,45,35.56
1329,2025-12-23,10,20,45,44.44
1329,2025-12-24,9,23,45,51.11
1329,2025-12-25,8,25,45,55.56
1329,2025-12-26,7,28,45,62.22
1329,2025-12-27,6,29,45,64.44
1329,2025-12-28,5,30,45,66.67
1329,2025-12-29,4,30,45,66.67
1329,2025-12-30,3,34,45,75.56
1329,2025-12-31,2,34,45,75.56
1329,2026-01-01,1,33,45,73.33
1329,2026-01-02,0,35,45,77.78
1330,2026-02-10,27,0,30,0.0
1330,2026-02-11,26,0,30,0.0
1330,2026-02-12,25,0,30,0.0
1330,2026-02-13,24,1,30,3.33
1330,2026-02-14,23,1,30,3.33
1330,2026-02-15,22,1,30,3.33
1330,2026-02-16,21,1,30,3.33
1330,2026-02-17,20,2,30,6.67
1330,2026-02-18,19,2,30,6.67
1330,2026-02-19,18,3,30,10.0
1330,2026-02-20,17,3,30,10.0
1330,2026-02-21,16,4,30,13.33
1330,2026-02-22,15,6,30,20.0
1330,2026-02-23,14,6,30,20.0
1330,2026-02-24,13,7,30,23.33
1330,2026-02-25,12,8,30,26.67
1330,2026-02-26,11,9,30,30.0
1330,2026-02-27,10,10,30,33.33
1330,2026-02-28,9,12,30,40.0
1330,2026-03-01,8,13,30,43.33
1330,2026-03-02,7,15,30,50.0
1330,2026-03-03,6,15,30,50.0
1330,2026-03-04,5,15,30,50.0
1330,2026-03-05,4,15,30,50.0
1330,2026-03-06,3,14,30,46.67
1330,2026-03-07,2,15,30,50.0
1330,2026-03-08,1,15,30,50.0
1330,2026-03-09,0,16,30,53.33
1331,2026-04-06,45,0,40,0.0
1331,2026-04-07,44,0,40,0.0
1331,2026-04-08,43,0,40,0.0
1331,2026-04-09,42,0,40,0.0
1331,2026-04-10,41,1,40,2.5
1331,2026-04-11,40,1,40,2.5
1331,2026-04-12,39,1,40,2.5
1331,2026-04-13,38,1,40,2.5
1331,2026-04-14,37,1,40,2.5
1331,2026-04-15,36,1,40,2.5
1331,2026-04-16,35,2,40,5.0
1331,2026-04-17,34,2,40,5.0
1331,2026-04-18,33,2,40,5.0
1331,2026-04-19,32,3,40,7.5
1331,2026-04-20,31,3,40,7.5
1331,2026-04-21,30,4,40,10.0
1331,2026-04-22,29,5,40,12.5
1331,2026-04-23,28,5,40,12.5
1331,2026-04-24,27,5,40,12.5
1331,2026-04-25,26,6,40,15.0
1331,2026-04-26,25,8,40,20.0
1331,2026-04-27,24,9,40,22.5
1331,2026-04-28,23,10,40,25.0
1331,2026-04-29,22,12,40,30.0
1331,2026-04-30,21,13,40,32.5
1331,2026-05-01,20,14,40,35.0
1331,2026-05-02,19,14,40,35.0
1331,2026-05-03,18,16,40,40.0
1331,2026-05-04,17,18,40,45.0
1331,2026-05-05,16,19,40,47.5
1331,2026-05-06,15,19,40,47.5
1331,2026-05-07,14,19,40,47.5
1331,2026-05-08,13,22,40,55.0
1331,2026-05-09,12,23,40,57.5
1331,2026-05-10,11,23,40,57.5
1331,2026-05-11,10,27,40,67.5
1331,2026-05-12,9,27,40,67.5
1331,2026-05-13,8,27,40,67.5
1331,2026-05-14,7,27,40,67.5
1331,2026-05-15,6,27,40,67.5
1331,2026-05-16,5,26,40,65.0
1331,2026-05-17,4,26,40,65.0
1331,2026-05-18,3,27,40,67.5
1331,2026-05-19,2,27,40,67.5
1331,2026-05-20,1,26,40,65.0
1331,2026-05-21,0,27,40,67.5
1332,2026-03-19,43,0,31,0.0
1332,2026-03-20,42,0,31,0.0
1332,2026-03-21,41,0,31,0.0
1332,2026-03-22,40,0,31,0.0
1332,2026-03-23,39,0,31,0.0
1332,2026-03-24,38,0,31,0.0
1332,2026-03-25,37,0,31,0.0
1332,2026-03-26,36,0,31,0.0
1332,2026-03-27,35,0,31,0.0
1332,2026-03-28,34,0,31,0.0
1332,2026-03-29,33,0,31,0.0
1332,2026-03-30,32,1,31,3.23
1332,2026-03-31,31,1,31,3.23
1332,2026-04-01,30,1,31,3.23
1332,2026-04-02,29,2,31,6.45
1332,2026-04-03,28,2,31,6.45
1332,2026-04-04,27,3,31,9.68
1332,2026-04-05,26,4,31,12.9
1332,2026-04-06,25,6,31,19.35
1332,2026-04-07,24,6,31,19.35
1332,2026-04-08,23,8,31,25.81
1332,2026-04-09,22,10,31,32.26
1332,2026-04-10,21,11,31,35.48
1332,2026-04-11,20,14,31,45.16
1332,2026-04-12,19,14,31,45.16
1332,2026-04-13,18,17,31,54.84
1332,2026-04-14,17,17,31,54.84
1332,2026-04-15,16,17,31,54.84
1332,2026-04-16,15,17,31,54.84
1332,2026-04-17,14,18,31,58.06
1332,2026-04-18,13,19,31,61.29
1332,2026-04-19,12,19,31,61.29
1332,2026-04-20,11,19,31,61.29
1332,2026-04-21,10,19,31,61.29
1332,2026-04-22,9,21,31,67.74
1332,2026-04-23,8,21,31,67.74
1332,2026-04-24,7,21,31,67.74
1332,2026-04-25,6,21,31,67.74
1332,2026-04-26,5,21,31,67.74
1332,2026-04-27,4,21,31,67.74
1332,2026-04-28,3,21,31,67.74
1332,2026-04-29,2,21,31,67.74
1332,2026-04-30,1,20,31,64.52
1332,2026-05-01,0,21,31,67.74
1333,2025-08-11,17,8,31,25.81
1333,2025-08-12,16,9,31,29.03
1333,2025-08-13,15,9,31,29.03
1333,2025-08-14,14,10,31,32.26
1333,2025-08-15,13,11,31,35.48
1333,2025-08-16,12,14,31,45.16
1333,2025-08-17,11,14,31,45.16
1333,2025-08-18,10,15,31,48.39
1333,2025-08-19,9,17,31,54.84
1333,2025-08-20,8,17,31,54.84
1333,2025-08-21,7,17,31,54.84
1333,2025-08-22,6,21,31,67.74
1333,2025-08-23,5,20,31,64.52
1333,2025-08-24,4,20,31,64.52
1333,2025-08-25,3,21,31,67.74
1333,2025-08-26,2,20,31,64.52
1333,2025-08-27,1,23,31,74.19
1333,2025-08-28,0,23,31,74.19
1334,2025-10-29,41,0,33,0.0
1334,2025-10-30,40,0,33,0.0
1334,2025-10-31,39,0,33,0.0
1334,2025-11-01,38,0,33,0.0
1334,2025-11-02,37,0,33,0.0
1334,2025-11-03,36,0,33,0.0
1334,2025-11-04,35,1,33,3.03
1334,2025-11-05,34,1,33,3.03
1334,2025-11-06,33,1,33,3.03
1334,2025-11-07,32,1,33,3.03
1334,2025-11-08,31,1,33,3.03
1334,2025-11-09,30,2,33,6.06
1334,2025-11-10,29,2,33,6.06
1334,2025-11-11,28,2,33,6.06
1334,2025-11-12,27,3,33,9.09
1334,2025-11-13,26,3,33,9.09
1334,2025-11-14,25,4,33,12.12
1334,2025-11-15,24,5,33,15.15
1334,2025-11-16,23,5,33,15.15
1334,2025-11-17,22,6,33,18.18
1334,2025-11-18,21,7,33,21.21
1334,2025-11-19,20,9,33,27.27
1334,2025-11-20,19,9,33,27.27
1334,2025-11-21,18,10,33,30.3
1334,2025-11-22,17,10,33,30.3
1334,2025-11-23,16,14,33,42.42
1334,2025-11-24,15,16,33,48.48
1334,2025-11-25,14,16,33,48.48
1334,2025-11-26,13,16,33,48.48
1334,2025-11-27,12,18,33,54.55
1334,2025-11-28,11,18,33,54.55
1334,2025-11-29,10,20,33,60.61
1334,2025-11-30,9,20,33,60.61
1334,2025-12-01,8,20,33,60.61
1334,2025-12-02,7,22,33,66.67
1334,2025-12-03,6,22,33,66.67
1334,2025-12-04,5,21,33,63.64
1334,2025-12-05,4,21,33,63.64
1334,2025-12-06,3,22,33,66.67
1334,2025-12-07,2,22,33,66.67
1334,2025-12-08,1,21,33,63.64
1334,2025-12-09,0,21,33,63.64
1335,2025-08-08,45,0,44,0.0
1335,2025-08-09,44,0,44,0.0
1335,2025-08-10,43,0,44,0.0
1335,2025-08-11,42,0,44,0.0
1335,2025-08-12,41,1,44,2.27
1335,2025-08-13,40,1,44,2.27
1335,2025-08-14,39,1,44,2.27
1335,2025-08-15,38,1,44,2.27
1335,2025-08-16,37,2,44,4.55
1335,2025-08-17,36,2,44,4.55
1335,2025-08-18,35,2,44,4.55
1335,2025-08-19,34,4,44,9.09
1335,2025-08-20,33,4,44,9.09
1335,2025-08-21,32,6,44,13.64
1335,2025-08-22,31,7,44,15.91
1335,2025-08-23,30,8,44,18.18
1335,2025-08-24,29,10,44,22.73
1335,2025-08-25,28,12,44,27.27
1335,2025-08-26,27,13,44,29.55
1335,2025-08-27,26,15,44,34.09
1335,2025-08-28,25,16,44,36.36
1335,2025-08-29,24,20,44,45.45
1335,2025-08-30,23,20,44,45.45
1335,2025-08-31,22,20,44,45.45
1335,2025-09-01,21,21,44,47.73
1335,2025-09-02,20,24,44,54.55
1335,2025-09-03,19,24,44,54.55
1335,2025-09-04,18,26,44,59.09
1335,2025-09-05,17,26,44,59.09
1335,2025-09-06,16,26,44,59.09
1335,2025-09-07,15,26,44,59.09
1335,2025-09-08,14,26,44,59.09
1335,2025-09-09,13,26,44,59.09
1335,2025-09-10,12,26,44,59.09
1335,2025-09-11,11,26,44,59.09
1335,2025-09-12,10,27,44,61.36
1335,2025-09-13,9,27,44,61.36
1335,2025-09-14,8,27,44,61.36
1335,2025-09-15,7,27,44,61.36
1335,2025-09-16,6,27,44,61.36
1335,2025-09-17,5,26,44,59.09
1335,2025-09-18,4,27,44,61.36
1335,2025-09-19,3,27,44,61.36
1335,2025-09-20,2,26,44,59.09
1335,2025-09-21,1,27,44,61.36
1335,2025-09-22,0,26,44,59.09
1336,2026-02-24,18,1,39,2.56
1336,2026-02-25,17,1,39,2.56
1336,2026-02-26,16,1,39,2.56
1336,2026-02-27,15,2,39,5.13
1336,2026-02-28,14,2,39,5.13
1336,2026-03-01,13,3,39,7.69
1336,2026-03-02,12,4,39,10.26
1336,2026-03-03,11,5,39,12.82
1336,2026-03-04,10,6,39,15.38
1336,2026-03-05,9,8,39,20.51
1336,2026-03-06,8,9,39,23.08
1336,2026-03-07,7,12,39,30.77
1336,2026-03-08,6,15,39,38.46
1336,2026-03-09,5,18,39,46.15
1336,2026-03-10,4,21,39,53.85
1336,2026-03-11,3,27,39,69.23
1336,2026-03-12,2,26,39,66.67
1336,2026-03-13,1,28,39,71.79
1336,2026-03-14,0,28,39,71.79
1337,2025-08-06,39,1,51,1.96
1337,2025-08-07,38,1,51,1.96
1337,2025-08-08,37,1,51,1.96
1337,2025-08-09,36,1,51,1.96
1337,2025-08-10,35,1,51,1.96
1337,2025-08-11,34,2,51,3.92
1337,2025-08-12,33,2,51,3.92
1337,2025-08-13,32,3,51,5.88
1337,2025-08-14,31,3,51,5.88
1337,2025-08-15,30,3,51,5.88
1337,2025-08-16,29,4,51,7.84
1337,2025-08-17,28,4,51,7.84
1337,2025-08-18,27,5,51,9.8
1337,2025-08-19,26,6,51,11.76
1337,2025-08-20,25,7,51,13.73
1337,2025-08-21,24,8,51,15.69
1337,2025-08-22,23,9,51,17.65
1337,2025-08-23,22,11,51,21.57
1337,2025-08-24,21,11,51,21.57
1337,2025-08-25,20,14,51,27.45
1337,2025-08-26,19,17,51,33.33
1337,2025-08-27,18,17,51,33.33
1337,2025-08-28,17,21,51,41.18
1337,2025-08-29,16,22,51,43.14
1337,2025-08-30,15,25,51,49.02
1337,2025-08-31,14,25,51,49.02
1337,2025-09-01,13,28,51,54.9
1337,2025-09-02,12,33,51,64.71
1337,2025-09-03,11,33,51,64.71
1337,2025-09-04,10,36,51,70.59
1337,2025-09-05,9,36,51,70.59
1337,2025-09-06,8,38,51,74.51
1337,2025-09-07,7,41,51,80.39
1337,2025-09-08,6,42,51,82.35
1337,2025-09-09,5,44,51,86.27
1337,2025-09-10,4,43,51,84.31
1337,2025-09-11,3,48,51,94.12
1337,2025-09-12,2,49,51,96.08
1337,2025-09-13,1,49,51,96.08
1337,2025-09-14,0,49,51,96.08
1338,2025-10-15,38,0,34,0.0
1338,2025-10-16,37,0,34,0.0
1338,2025-10-17,36,0,34,0.0
1338,2025-10-18,35,0,34,0.0
1338,2025-10-19,34,0,34,0.0
1338,2025-10-20,33,0,34,0.0
1338,2025-10-21,32,0,34,0.0
1338,2025-10-22,31,0,34,0.0
1338,2025-10-23,30,1,34,2.94
1338,2025-10-24,29,1,34,2.94
1338,2025-10-25,28,1,34,2.94
1338,2025-10-26,27,1,34,2.94
1338,2025-10-27,26,1,34,2.94
1338,2025-10-28,25,1,34,2.94
1338,2025-10-29,24,2,34,5.88
1338,2025-10-30,23,2,34,5.88
1338,2025-10-31,22,3,34,8.82
1338,2025-11-01,21,4,34,11.76
1338,2025-11-02,20,4,34,11.76
1338,2025-11-03,19,5,34,14.71
1338,2025-11-04,18,6,34,17.65
1338,2025-11-05,17,7,34,20.59
1338,2025-11-06,16,9,34,26.47
1338,2025-11-07,15,11,34,32.35
1338,2025-11-08,14,12,34,35.29
1338,2025-11-09,13,13,34,38.24
1338,2025-11-10,12,15,34,44.12
1338,2025-11-11,11,17,34,50.0
1338,2025-11-12,10,20,34,58.82
1338,2025-11-13,9,20,34,58.82
1338,2025-11-14,8,21,34,61.76
1338,2025-11-15,7,27,34,79.41
1338,2025-11-16,6,27,34,79.41
1338,2025-11-17,5,26,34,76.47
1338,2025-11-18,4,27,34,79.41
1338,2025-11-19,3,31,34,91.18
1338,2025-11-20,2,31,34,91.18
1338,2025-11-21,1,31,34,91.18
1338,2025-11-22,0,31,34,91.18
1339,2026-06-14,14,4,33,12.12
1339,2026-06-15,13,5,33,15.15
1339,2026-06-16,12,6,33,18.18
1339,2026-06-17,11,6,33,18.18
1339,2026-06-18,10,8,33,24.24
1339,2026-06-19,9,9,33,27.27
1339,2026-06-20,8,10,33,30.3
1339,2026-06-21,7,10,33,30.3
1339,2026-06-22,6,13,33,39.39
1339,2026-06-23,5,13,33,39.39
1339,2026-06-24,4,16,33,48.48
1339,2026-06-25,3,17,33,51.52
1339,2026-06-26,2,18,33,54.55
1339,2026-06-27,1,17,33,51.52
1339,2026-06-28,0,18,33,54.55
1340,2026-03-09,37,2,42,4.76
1340,2026-03-10,36,3,42,7.14
1340,2026-03-11,35,3,42,7.14
1340,2026-03-12,34,4,42,9.52
1340,2026-03-13,33,5,42,11.9
1340,2026-03-14,32,5,42,11.9
1340,2026-03-15,31,6,42,14.29
1340,2026-03-16,30,8,42,19.05
1340,2026-03-17,29,9,42,21.43
1340,2026-03-18,28,9,42,21.43
1340,2026-03-19,27,12,42,28.57
1340,2026-03-20,26,14,42,33.33
1340,2026-03-21,25,14,42,33.33
1340,2026-03-22,24,15,42,35.71
1340,2026-03-23,23,17,42,40.48
1340,2026-03-24,22,18,42,42.86
1340,2026-03-25,21,20,42,47.62
1340,2026-03-26,20,22,42,52.38
1340,2026-03-27,19,24,42,57.14
1340,2026-03-28,18,27,42,64.29
1340,2026-03-29,17,27,42,64.29
1340,2026-03-30,16,27,42,64.29
1340,2026-03-31,15,29,42,69.05
1340,2026-04-01,14,29,42,69.05
1340,2026-04-02,13,29,42,69.05
1340,2026-04-03,12,30,42,71.43
1340,2026-04-04,11,31,42,73.81
1340,2026-04-05,10,33,42,78.57
1340,2026-04-06,9,33,42,78.57
1340,2026-04-07,8,33,42,78.57
1340,2026-04-08,7,33,42,78.57
1340,2026-04-09,6,33,42,78.57
1340,2026-04-10,5,32,42,76.19
1340,2026-04-11,4,32,42,76.19
1340,2026-04-12,3,33,42,78.57
1340,2026-04-13,2,32,42,76.19
1340,2026-04-14,1,33,42,78.57
1340,2026-04-15,0,35,42,83.33
1341,2025-09-12,39,1,35,2.86
1341,2025-09-13,38,1,35,2.86
1341,2025-09-14,37,1,35,2.86
1341,2025-09-15,36,2,35,5.71
1341,2025-09-16,35,2,35,5.71
1341,2025-09-17,34,2,35,5.71
1341,2025-09-18,33,3,35,8.57
1341,2025-09-19,32,3,35,8.57
1341,2025-09-20,31,4,35,11.43
1341,2025-09-21,30,5,35,14.29
1341,2025-09-22,29,6,35,17.14
1341,2025-09-23,28,7,35,20.0
1341,2025-09-24,27,8,35,22.86
1341,2025-09-25,26,9,35,25.71
1341,2025-09-26,25,10,35,28.57
1341,2025-09-27,24,11,35,31.43
1341,2025-09-28,23,12,35,34.29
1341,2025-09-29,22,16,35,45.71
1341,2025-09-30,21,17,35,48.57
1341,2025-10-01,20,19,35,54.29
1341,2025-10-02,19,20,35,57.14
1341,2025-10-03,18,20,35,57.14
1341,2025-10-04,17,21,35,60.0
1341,2025-10-05,16,22,35,62.86
1341,2025-10-06,15,22,35,62.86
1341,2025-10-07,14,25,35,71.43
1341,2025-10-08,13,25,35,71.43
1341,2025-10-09,12,25,35,71.43
1341,2025-10-10,11,25,35,71.43
1341,2025-10-11,10,26,35,74.29
1341,2025-10-12,9,26,35,74.29
1341,2025-10-13,8,26,35,74.29
1341,2025-10-14,7,27,35,77.14
1341,2025-10-15,6,27,35,77.14
1341,2025-10-16,5,29,35,82.86
1341,2025-10-17,4,29,35,82.86
1341,2025-10-18,3,28,35,80.0
1341,2025-10-19,2,28,35,80.0
1341,2025-10-20,1,29,35,82.86
1341,2025-10-21,0,28,35,80.0
1342,2025-11-22,26,0,32,0.0
1342,2025-11-23,25,1,32,3.12
1342,2025-11-24,24,1,32,3.12
1342,2025-11-25,23,1,32,3.12
1342,2025-11-26,22,1,32,3.12
1342,2025-11-27,21,1,32,3.12
1342,2025-11-28,20,2,32,6.25
1342,2025-11-29,19,2,32,6.25
1342,2025-11-30,18,3,32,9.38
1342,2025-12-01,17,4,32,12.5
1342,2025-12-02,16,5,32,15.62
1342,2025-12-03,15,5,32,15.62
1342,2025-12-04,14,7,32,21.88
1342,2025-12-05,13,9,32,28.12
1342,2025-12-06,12,10,32,31.25
1342,2025-12-07,11,12,32,37.5
1342,2025-12-08,10,14,32,43.75
1342,2025-12-09,9,16,32,50.0
1342,2025-12-10,8,19,32,59.38
1342,2025-12-11,7,23,32,71.88
1342,2025-12-12,6,23,32,71.88
1342,2025-12-13,5,24,32,75.0
1342,2025-12-14,4,24,32,75.0
1342,2025-12-15,3,27,32,84.38
1342,2025-12-16,2,27,32,84.38
1342,2025-12-17,1,27,32,84.38
1342,2025-12-18,0,27,32,84.38
1343,2025-12-24,29,0,31,0.0
1343,2025-12-25,28,0,31,0.0
1343,2025-12-26,27,0,31,0.0
1343,2025-12-27,26,0,31,0.0
1343,2025-12-28,25,0,31,0.0
1343,2025-12-29,24,0,31,0.0
1343,2025-12-30,23,0,31,0.0
1343,2025-12-31,22,0,31,0.0
1343,2026-01-01,21,0,31,0.0
1343,2026-01-02,20,1,31,3.23
1343,2026-01-03,19,1,31,3.23
1343,2026-01-04,18,1,31,3.23
1343,2026-01-05,17,1,31,3.23
1343,2026-01-06,16,1,31,3.23
1343,2026-01-07,15,2,31,6.45
1343,2026-01-08,14,3,31,9.68
1343,2026-01-09,13,3,31,9.68
1343,2026-01-10,12,4,31,12.9
1343,2026-01-11,11,5,31,16.13
1343,2026-01-12,10,6,31,19.35
1343,2026-01-13,9,6,31,19.35
1343,2026-01-14,8,7,31,22.58
1343,2026-01-15,7,8,31,25.81
1343,2026-01-16,6,9,31,29.03
1343,2026-01-17,5,10,31,32.26
1343,2026-01-18,4,12,31,38.71
1343,2026-01-19,3,12,31,38.71
1343,2026-01-20,2,12,31,38.71
1343,2026-01-21,1,12,31,38.71
1343,2026-01-22,0,13,31,41.94
1344,2026-04-25,25,1,40,2.5
1344,2026-04-26,24,1,40,2.5
1344,2026-04-27,23,1,40,2.5
1344,2026-04-28,22,2,40,5.0
1344,2026-04-29,21,2,40,5.0
1344,2026-04-30,20,2,40,5.0
1344,2026-05-01,19,2,40,5.0
1344,2026-05-02,18,3,40,7.5
1344,2026-05-03,17,3,40,7.5
1344,2026-05-04,16,3,40,7.5
1344,2026-05-05,15,4,40,10.0
1344,2026-05-06,14,4,40,10.0
1344,2026-05-07,13,5,40,12.5
1344,2026-05-08,12,5,40,12.5
1344,2026-05-09,11,6,40,15.0
1344,2026-05-10,10,7,40,17.5
1344,2026-05-11,9,7,40,17.5
1344,2026-05-12,8,8,40,20.0
1344,2026-05-13,7,9,40,22.5
1344,2026-05-14,6,10,40,25.0
1344,2026-05-15,5,10,40,25.0
1344,2026-05-16,4,11,40,27.5
1344,2026-05-17,3,11,40,27.5
1344,2026-05-18,2,11,40,27.5
1344,2026-05-19,1,13,40,32.5
1344,2026-05-20,0,13,40,32.5
1345,2025-10-08,30,1,55,1.82
1345,2025-10-09,29,1,55,1.82
1345,2025-10-10,28,1,55,1.82
1345,2025-10-11,27,1,55,1.82
1345,2025-10-12,26,2,55,3.64
1345,2025-10-13,25,2,55,3.64
1345,2025-10-14,24,3,55,5.45
1345,2025-10-15,23,3,55,5.45
1345,2025-10-16,22,4,55,7.27
1345,2025-10-17,21,5,55,9.09
1345,2025-10-18,20,7,55,12.73
1345,2025-10-19,19,8,55,14.55
1345,2025-10-20,18,9,55,16.36
1345,2025-10-21,17,13,55,23.64
1345,2025-10-22,16,13,55,23.64
1345,2025-10-23,15,17,55,30.91
1345,2025-10-24,14,21,55,38.18
1345,2025-10-25,13,24,55,43.64
1345,2025-10-26,12,25,55,45.45
1345,2025-10-27,11,29,55,52.73
1345,2025-10-28,10,31,55,56.36
1345,2025-10-29,9,36,55,65.45
1345,2025-10-30,8,40,55,72.73
1345,2025-10-31,7,40,55,72.73
1345,2025-11-01,6,45,55,81.82
1345,2025-11-02,5,43,55,78.18
1345,2025-11-03,4,43,55,78.18
1345,2025-11-04,3,54,55,98.18
1345,2025-11-05,2,54,55,98.18
1345,2025-11-06,1,55,55,100.0
1345,2025-11-07,0,53,55,96.36
1346,2025-11-26,39,0,31,0.0
1346,2025-11-27,38,0,31,0.0
1346,2025-11-28,37,0,31,0.0
1346,2025-11-29,36,0,31,0.0
1346,2025-11-30,35,0,31,0.0
1346,2025-12-01,34,1,31,3.23
1346,2025-12-02,33,1,31,3.23
1346,2025-12-03,32,1,31,3.23
1346,2025-12-04,31,1,31,3.23
1346,2025-12-05,30,1,31,3.23
1346,2025-12-06,29,2,31,6.45
1346,2025-12-07,28,2,31,6.45
1346,2025-12-08,27,3,31,9.68
1346,2025-12-09,26,3,31,9.68
1346,2025-12-10,25,5,31,16.13
1346,2025-12-11,24,6,31,19.35
1346,2025-12-12,23,6,31,19.35
1346,2025-12-13,22,8,31,25.81
1346,2025-12-14,21,8,31,25.81
1346,2025-12-15,20,11,31,35.48
1346,2025-12-16,19,13,31,41.94
1346,2025-12-17,18,15,31,48.39
1346,2025-12-18,17,16,31,51.61
1346,2025-12-19,16,18,31,58.06
1346,2025-12-20,15,21,31,67.74
1346,2025-12-21,14,22,31,70.97
1346,2025-12-22,13,22,31,70.97
1346,2025-12-23,12,24,31,77.42
1346,2025-12-24,11,25,31,80.65
1346,2025-12-25,10,25,31,80.65
1346,2025-12-26,9,25,31,80.65
1346,2025-12-27,8,30,31,96.77
1346,2025-12-28,7,30,31,96.77
1346,2025-12-29,6,30,31,96.77
1346,2025-12-30,5,29,31,93.55
1346,2025-12-31,4,30,31,96.77
1346,2026-01-01,3,29,31,93.55
1346,2026-01-02,2,30,31,96.77
1346,2026-01-03,1,31,31,100.0
1346,2026-01-04,0,31,31,100.0
1347,2026-01-23,28,1,41,2.44
1347,2026-01-24,27,1,41,2.44
1347,2026-01-25,26,1,41,2.44
1347,2026-01-26,25,2,41,4.88
1347,2026-01-27,24,2,41,4.88
1347,2026-01-28,23,2,41,4.88
1347,2026-01-29,22,3,41,7.32
1347,2026-01-30,21,3,41,7.32
1347,2026-01-31,20,4,41,9.76
1347,2026-02-01,19,5,41,12.2
1347,2026-02-02,18,5,41,12.2
1347,2026-02-03,17,8,41,19.51
1347,2026-02-04,16,8,41,19.51
1347,2026-02-05,15,10,41,24.39
1347,2026-02-06,14,10,41,24.39
1347,2026-02-07,13,10,41,24.39
1347,2026-02-08,12,13,41,31.71
1347,2026-02-09,11,15,41,36.59
1347,2026-02-10,10,17,41,41.46
1347,2026-02-11,9,18,41,43.9
1347,2026-02-12,8,18,41,43.9
1347,2026-02-13,7,20,41,48.78
1347,2026-02-14,6,21,41,51.22
1347,2026-02-15,5,23,41,56.1
1347,2026-02-16,4,23,41,56.1
1347,2026-02-17,3,24,41,58.54
1347,2026-02-18,2,23,41,56.1
1347,2026-02-19,1,24,41,58.54
1347,2026-02-20,0,27,41,65.85
1348,2025-11-17,32,1,49,2.04
1348,2025-11-18,31,1,49,2.04
1348,2025-11-19,30,1,49,2.04
1348,2025-11-20,29,1,49,2.04
1348,2025-11-21,28,2,49,4.08
1348,2025-11-22,27,2,49,4.08
1348,2025-11-23,26,3,49,6.12
1348,2025-11-24,25,4,49,8.16
1348,2025-11-25,24,6,49,12.24
1348,2025-11-26,23,7,49,14.29
1348,2025-11-27,22,9,49,18.37
1348,2025-11-28,21,12,49,24.49
1348,2025-11-29,20,15,49,30.61
1348,2025-11-30,19,18,49,36.73
1348,2025-12-01,18,21,49,42.86
1348,2025-12-02,17,23,49,46.94
1348,2025-12-03,16,27,49,55.1
1348,2025-12-04,15,28,49,57.14
1348,2025-12-05,14,32,49,65.31
1348,2025-12-06,13,32,49,65.31
1348,2025-12-07,12,33,49,67.35
1348,2025-12-08,11,36,49,73.47
1348,2025-12-09,10,36,49,73.47
1348,2025-12-10,9,39,49,79.59
1348,2025-12-11,8,39,49,79.59
1348,2025-12-12,7,39,49,79.59
1348,2025-12-13,6,39,49,79.59
